County Totals:,,
Homabay,,1
Kajiado,,2
Kakamega,,1
Kilifi,,8
Kitui,,2
Mandera,,6
Mombasa,,43
Nairobi,,193
Nakuru,,2
Siaya,,2
Uasin Gishu,,1
Kwale,,1
,,
,,
Age Totals:,,
0 to 14,,8
15 to 29,,70
30 to 59,,164
60 and above,,20
,,
Total Recoveries:,,60
Total Deaths: ,,12
,,
Total Kenyans:,,236
Total Foreign Nationals:,,26
